0.25421828,-0.13278636,-0.15327746,0.41211674
-0.2989193,-0.54921895,0.096052416,0.23909312
-0.33244225,0.05314844,-0.7003126,-0.2688616
0.12511358,-0.42970595,0.2589319,-0.19576503
0.132411,-0.40510762,-0.3771163,0.10235616
-0.5806134,-0.426075,0.5140616,-0.096165076
-0.16944952,-0.38311902,-0.38229182,0.34402755
-0.45139015,0.040130626,0.3387918,0.5673683
0.3171346,0.04323234,-0.2040777,-0.016601663
0.2874462,0.092854,-0.3299342,0.10642301
-0.019000499,-0.6024519,-0.1269306,0.2939167
0.2710025,-0.33434498,0.5539182,0.075615846
-0.28096518,-0.5247474,-0.024006592,-0.54065776
-0.3718419,0.1570889,0.25704136,-0.113471925
-0.08095327,0.4377632,0.42594108,0.32537153
0.019871386,0.37807152,0.3677457,0.04176726
-0.016883366,-0.07784644,-0.01633648,-0.038124524
