0.18350723,0.03839666,0.11085614,-0.025056953,-0.13664666,0.15409224,-0.059402887,0.09905875
-0.07585996,0.09412416,-0.029560737,-0.06180199,0.22347727,0.14340985,0.3281959,-0.027681857
0.1551014,0.06863193,0.0060186987,0.086361535,0.12704921,0.12654759,-0.09043904,-0.3591998
-0.019342063,0.0020665939,0.22772224,0.046576787,-0.07029856,-0.016374893,0.0066483985,-0.24822439
-0.10118063,-0.15296441,0.11908202,0.004876806,0.11612978,-0.024492748,-0.5061051,-0.46004912
0.19740824,-0.061966673,0.18444712,-0.07114299,-0.25072944,-0.032346845,0.11143625,0.058066957
-0.048401233,0.14810005,0.043443117,-0.07786911,0.111884,-0.028993871,0.011194044,0.003188287
-0.057213377,-0.03256876,0.03180258,-0.013274772,-0.04276945,0.05602784,0.098897964,0.017811758
0.030971022,0.028113477,-0.097892255,-0.18817246,-0.059215,0.070947915,0.1654246,-0.06110859
-0.068051524,-0.11908788,0.16644245,-0.4655296,0.40470937,-0.45366934,-0.09828878,-0.16674852
0.0080889035,0.2667292,0.21465233,0.17475788,0.13029382,-0.34682167,0.18551156,-0.035923842
-0.046455637,-0.06274715,0.15541983,0.09570281,-0.15544942,0.14971805,0.13670494,0.062562004
-0.036072988,-0.123716965,0.15309738,0.032349333,-0.20668058,-0.5005837,0.028940046,-0.46139553
-0.09640645,-0.013929615,-0.120610945,0.011932705,-0.082614526,-0.094612494,-0.04507378,-0.059070908
-0.13010797,-0.12641197,0.15093286,-0.068637006,0.11719505,0.055043034,-0.074313246,-0.0046909405
0.01260762,0.06931093,-0.17539053,0.04886062,-0.0038036224,-0.02150258,-0.10414901,0.02282438
-0.039204545,0.18913338,-0.09888458,0.13702334,0.1565039,-0.17407402,0.021573003,-0.031075142
0.12396917,0.0647589,0.20860788,0.28586712,-0.020285593,-0.26176968,0.014397332,-0.17582367
-0.113220446,0.13172407,0.030581966,-0.089478895,-0.13532808,-0.16599868,-0.025374183,-0.14912117
0.15764584,-0.032524567,0.0668721,-0.06871047,0.07030928,-0.15990144,-0.23129234,0.057557955
0.24267937,0.047997925,0.13753729,0.29814056,0.17679699,-0.13034582,-0.05848265,-0.3236564
-0.009072639,-0.023554126,0.046732828,0.056360558,0.024688344,-0.22467388,-0.035978306,0.086502954
0.098300114,-0.18837604,0.17652662,0.06385444,0.020190835,0.21440466,0.13673905,-0.025058284
0.12101223,-0.08660963,0.23262762,0.17679642,0.09764951,-0.33286783,0.19701914,0.11455614
-0.23675497,0.17504585,0.18248965,-0.13115397,-0.06481212,-0.08016078,-0.14713699,-0.15912198
-0.18212727,-0.044008307,-0.07135324,-0.03113286,-0.17321454,0.03622644,0.010383318,-0.15954669
-0.23861487,0.08561106,0.014035447,-0.20481664,0.060659245,-0.09968057,-0.22959624,-0.11745842
-0.16095592,0.013074044,0.11858363,0.0031706532,0.00086958514,0.12459689,0.00868688,0.06349527
0.38991416,0.016439766,-0.047559466,-0.14402065,-0.15605913,-0.1936419,0.0051752795,0.13687584
0.1544697,0.16352285,-0.21099485,-0.1282107,-0.19901228,-0.05423677,-0.13066714,0.113341466
-0.098137185,0.09637664,0.32917628,0.16038436,0.067882665,0.03658738,-0.039146397,-0.21314394
-0.07331028,0.118522644,-0.032691803,0.10000909,-0.023634357,0.00092175725,-0.14232889,-0.029204518
0.24604073,-0.13161394,0.12016967,-0.12460625,0.021777432,0.13576573,0.20593295,-0.20034544
0.051181372,0.015653836,-0.0019510515,-0.22588877,0.20320073,0.06065777,0.057760935,-0.13217078
-0.000523234,0.11674342,-0.004807728,-0.17855704,-0.13874876,0.037963107,-0.024989389,-0.05143315
